particip,surveyyear,age,ethnicit,gender,grade,major,faoccup,maoccup,targend,adjectiv,categories1,categories2,rank,ranking,sit1,sit2,setting,mcodes,tcodes,ocodes,fcode
280,1996,1,3,1,4,1,99,99,men,unaggressive,5,5,32, , , , , , , , 
280,1996,1,3,1,4,1,99,99,women,conservative,7,7,30,4,relationship, ,2, , , , 
280,1996,1,3,1,4,1,99,99,women,conventional,7,7,22,3,relationship, ,2, , , , 
280,1996,1,3,1,4,1,99,99,women,dependent,5,5,30, , , , , , , , 
280,1996,1,3,1,4,1,99,99,women,efficient,11,11,25, , , , , , , , 
280,1996,1,3,1,4,1,99,99,women,faithful,7,7,35,2,relationship, ,2, , , , 
280,1996,1,3,1,4,1,99,99,women,humorless,11,11,20, , , , , , , , 
280,1996,1,3,1,4,1,99,99,women,inhibited,5,5,22, , , , , , , , 
280,1996,1,3,1,4,1,99,99,women,intelligent,1,1,69,5,school, ,1, , , , 
280,1996,1,3,1,4,1,99,99,women,loyal to family ties,7,7,59,1,home, ,4, , , , 
280,1996,1,3,1,4,1,99,99,women,nationalistic,16,16,24, , , , , , , , 
280,1996,1,3,1,4,1,99,99,women,quiet,5,5,69, , , , , , , , 
280,1996,1,3,1,4,1,99,99,women,scientifically-minded,1,1,42, , , , , , , , 
280,1996,1,3,1,4,1,99,99,women,secretive,9,9,29, , , , , , , , 
280,1996,1,3,1,4,1,99,99,women,traditional,7,7,54, , , , , , , , 
281,1996,5,2,1,4,1,10,99,men,arrogant,13,13,2,4,in classroom,w/friends,1, , , , 
281,1996,5,2,1,4,1,10,99,men,evasive,9,9,1, , , , , , , , 
281,1996,5,2,1,4,1,10,99,men,humorless,11,11,3,5, , , , , , , 
281,1996,5,2,1,4,1,10,99,men,industrious,6,6,5, , , , , , , , 
281,1996,5,2,1,4,1,10,99,men,intelligent,1,1,5,1,at work,in class,3, , , , 
281,1996,5,2,1,4,1,10,99,men,loyal to family ties,7,7,5,2,"when speaking about them, and future plans",business situations, , , , , 
281,1996,5,2,1,4,1,10,99,men,nationalistic,16,16,4, , , , , , , , 
281,1996,5,2,1,4,1,10,99,men,neat,16,16,4, , , , , , , , 
281,1996,5,2,1,4,1,10,99,men,quick-tempered,15,15,3, , , , , , , , 
281,1996,5,2,1,4,1,10,99,men,reserved,5,5,3, , , , , , , , 
281,1996,5,2,1,4,1,10,99,men,rude,13,13,1, , , , , , , , 
281,1996,5,2,1,4,1,10,99,men,scientifically-minded,1,1,5, , , , , , , , 
281,1996,5,2,1,4,1,10,99,men,secretive,9,9,3, , , , , , , , 
281,1996,5,2,1,4,1,10,99,men,traditional,7,7,4,3,when speaking about family,raising children,4, , , , 
281,1996,5,2,1,4,1,10,99,women,courteous,14,14,3,5, , , , , , , 
281,1996,5,2,1,4,1,10,99,women,faithful,7,7,5,4, , , , , , , 
281,1996,5,2,1,4,1,10,99,women,happy-go-lucky,12,12,3, , , , , , , , 
281,1996,5,2,1,4,1,10,99,women,honest,10,10,2, , , , , , , , 
281,1996,5,2,1,4,1,10,99,women,loyal to family ties,7,7,5,3, , , , , , , 
281,1996,5,2,1,4,1,10,99,women,neat,16,16,4, , , , , , , , 
281,1996,5,2,1,4,1,10,99,women,quiet,5,5,5,1, , , , , , , 
281,1996,5,2,1,4,1,10,99,women,shy,5,5,4, , , , , , , , 
281,1996,5,2,1,4,1,10,99,women,sophisticated,8,8,2, , , , , , , , 
281,1996,5,2,1,4,1,10,99,women,traditional,7,7,4,2, , , , , , , 
282,1996,1,3,2,4,1,28,34,men,ambitious,6,6,63,4,at work,in school,3, , , , 
282,1996,1,3,2,4,1,28,34,men,conservative,7,7,67, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,conventional,7,7,38,5,clothing,methods, , , , , 
282,1996,1,3,2,4,1,28,34,men,efficient,11,11,60,3,at a task,make the most of the situation,3, , , , 
282,1996,1,3,2,4,1,28,34,men,faithful,7,7,27, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,honest,10,10,28, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,humorless,11,11,43, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,imitative,16,16,4, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,impulsive,12,12,7, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,industrious,6,6,66, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,inhibited,5,5,23, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,intelligent,1,1,97,1,at work,in school,3, , , , 
282,1996,1,3,2,4,1,28,34,men,loyal to family ties,7,7,90, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,materialistic,16,16,37, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,methodical,11,11,45, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,neat,16,16,72, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,persistent,11,11,49, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,practical,11,11,41, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,progressive,8,8,38, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,quiet,5,5,84,2,in a new environment,not speaking unless spoken to,2, , , , 
282,1996,1,3,2,4,1,28,34,men,reserved,5,5,70, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,scientifically-minded,1,1,98, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,secretive,9,9,42, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,shy,5,5,50, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,sophisticated,8,8,31, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,suspicious,9,9,10, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,tradition-loving,7,7,10, , , , , , , , 
282,1996,1,3,2,4,1,28,34,men,unaggressive,5,5,37, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,ambitious,6,6,14, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,arrogant,13,13,7, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,artistic,16,16,29, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,athletic,16,16,7, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,attractive,3,3,38, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,cruel,15,15,2, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,deceitful,9,9,6, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,dependent,5,5,37, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,effeminate,4,4,13, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,exotic,3,3,33,4, , , , , , , 
282,1996,1,3,2,4,1,28,34,women,gregarious,6,6,3,5,around new people, ,2, , , , 
282,1996,1,3,2,4,1,28,34,women,happy-go-lucky,12,12,16,1,new people,situations,2, , , , 
282,1996,1,3,2,4,1,28,34,women,imitative,16,16,9,3,copy other's styles,look the same,2, , , , 
282,1996,1,3,2,4,1,28,34,women,individualistic,8,8,13,2,develope own styles, , , , , , 
282,1996,1,3,2,4,1,28,34,women,intelligent,1,1,84, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,lazy,16,16,5, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,materialistic,16,16,29, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,neat,16,16,61, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,nurturant,14,14,15, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,passionate,3,3,12, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,promiscuous,3,3,12, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,quick-tempered,15,15,3, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,radical,8,8,8, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,revengeful,15,15,5, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,rude,13,13,4, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,shrewd,9,9,9, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,sophisticated,8,8,32, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,suggestible,5,5,1, , , , , , , , 
282,1996,1,3,2,4,1,28,34,women,witty,1,1,11, , , , , , , , 
284,1996,3,3,2,3,1,8,3,men,athletic,16,16,9, , , , , , , , 
284,1996,3,3,2,3,1,8,3,men,intelligent,1,1,80,1,business,technology settings,3, , , , 
284,1996,3,3,2,3,1,8,3,men,lazy,16,16,4, , , , , , , , 
284,1996,3,3,2,3,1,8,3,men,loyal to family ties,7,7,76,4,all settings, ,7, , , , 
284,1996,3,3,2,3,1,8,3,men,methodical,11,11,39,5,business,technology settings,3, , , , 
284,1996,3,3,2,3,1,8,3,men,nationalistic,16,16,32,2,all settings, ,7, , , , 
284,1996,3,3,2,3,1,8,3,men,progressive,8,8,31,3,business,technology settings,3, , , , 
284,1996,3,3,2,3,1,8,3,men,promiscuous,3,3,6, , , , , , , , 
284,1996,3,3,2,3,1,8,3,men,quick-tempered,15,15,11, , , , , , , , 
284,1996,3,3,2,3,1,8,3,men,scientifically-minded,1,1,85, , , , , , , , 
284,1996,3,3,2,3,1,8,3,men,straightforward,10,10,22, , , , , , , , 
284,1996,3,3,2,3,1,8,3,women,athletic,16,16,5, , , , , , , , 
284,1996,3,3,2,3,1,8,3,women,dependent,5,5,31, , , , , , , , 
284,1996,3,3,2,3,1,8,3,women,efficient,11,11,26,3,all settings, ,7, , , , 
284,1996,3,3,2,3,1,8,3,women,exotic,3,3,23, , , , , , , , 
284,1996,3,3,2,3,1,8,3,women,loyal to family ties,7,7,60,4,all settings, ,7, , , , 
284,1996,3,3,2,3,1,8,3,women,nationalistic,16,16,25,2,all settings, ,7, , , , 
284,1996,3,3,2,3,1,8,3,women,promiscuous,3,3,9, , , , , , , , 
284,1996,3,3,2,3,1,8,3,women,scientifically-minded,1,1,43,5,all settings, ,7, , , , 
284,1996,3,3,2,3,1,8,3,women,secretive,9,9,30,1,all settings, ,7, , , , 
285,1996,2,3,1,3,3,89,10,men,ambitious,6,6,56, , , , , , , , 
285,1996,2,3,1,3,3,89,10,men,attractive,3,3,5, , , , , , , , 
285,1996,2,3,1,3,3,89,10,men,conceited,13,13,16, , , , , , , , 
285,1996,2,3,1,3,3,89,10,men,conservative,7,7,54, , , , , , , , 
285,1996,2,3,1,3,3,89,10,men,courteous,14,14,29, , , , , , , , 
285,1996,2,3,1,3,3,89,10,men,faithful,7,7,25,2,family,friends,4, , , , 
285,1996,2,3,1,3,3,89,10,men,intelligent,1,1,81,1,classroom,group of friends,1, , , , 
285,1996,2,3,1,3,3,89,10,men,loyal to family ties,7,7,77, , , , , , , , 
285,1996,2,3,1,3,3,89,10,men,nationalistic,16,16,33, , , , , , , , 
285,1996,2,3,1,3,3,89,10,men,neat,16,16,60,5,home,classroom,4, , , , 
285,1996,2,3,1,3,3,89,10,men,quiet,5,5,70, , , , , , , , 
285,1996,2,3,1,3,3,89,10,men,reserved,5,5,56, , , , , , , , 
285,1996,2,3,1,3,3,89,10,men,scientifically-minded,1,1,86, , , , , , , , 
285,1996,2,3,1,3,3,89,10,men,secretive,9,9,36, , , , , , , , 
285,1996,2,3,1,3,3,89,10,men,sophisticated,8,8,25,4,dress,date, , , , , 
285,1996,2,3,1,3,3,89,10,men,traditional,7,7,57,3,family,country,4, , , , 
285,1996,2,3,1,3,3,89,10,women,attractive,3,3,29,2,date,work,2, , , , 
285,1996,2,3,1,3,3,89,10,women,faithful,7,7,36,3,friends,family,2, , , , 
285,1996,2,3,1,3,3,89,10,women,intelligent,1,1,70,1,classroom study,group of friends,1, , , , 
285,1996,2,3,1,3,3,89,10,women,nationalistic,16,16,26, , , , , , , , 
285,1996,2,3,1,3,3,89,10,women,quiet,5,5,70,5,library,classroom,1, , , , 
285,1996,2,3,1,3,3,89,10,women,reserved,5,5,54, , , , , , , , 
285,1996,2,3,1,3,3,89,10,women,scientifically-minded,1,1,44, , , , , , , , 
285,1996,2,3,1,3,3,89,10,women,sensitive,14,14,32, , , , , , , , 
285,1996,2,3,1,3,3,89,10,women,sophisticated,8,8,26,4,dress,speech, , , , , 
286,1996,1,1,2,4,3,6,6,men,ambitious,6,6,5, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,asexual,4,4,1, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,conservative,7,7,5, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,courteous,14,14,6, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,cowardly,5,5,2, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,efficient,11,11,6, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,honest,10,10,4, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,humorless,11,11,5,4,party, ,2, , , , 
286,1996,1,1,2,4,3,6,6,men,imitative,16,16,1, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,individualistic,8,8,3, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,industrious,6,6,6, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,inhibited,5,5,2, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,intelligent,1,1,9,1,tests, ,1, , , , 
286,1996,1,1,2,4,3,6,6,men,loyal to family ties,7,7,9,5,holiday gatherings, ,4, , , , 
286,1996,1,1,2,4,3,6,6,men,methodical,11,11,2, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,nationalistic,16,16,5, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,neat,16,16,4, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,persistent,11,11,3, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,practical,11,11,5, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,quiet,5,5,9,3,dorms, ,1, , , , 
286,1996,1,1,2,4,3,6,6,men,religious,16,16,5, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,reserved,5,5,7, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,scientifically-minded,1,1,9, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,secretive,9,9,3, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,sensitive,14,14,2, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,shy,5,5,9,2,party, ,2, , , , 
286,1996,1,1,2,4,3,6,6,men,traditional,7,7,7, , , , , , , , 
286,1996,1,1,2,4,3,6,6,men,unaggressive,5,5,5, , , , , , , , 
286,1996,1,1,2,4,3,6,6,women,attractive,3,3,4,1,party,club,2, , , , 
286,1996,1,1,2,4,3,6,6,women,conceited,13,13,2, , , , , , , , 
286,1996,1,1,2,4,3,6,6,women,exotic,3,3,2,4,party,club,2, , , , 
286,1996,1,1,2,4,3,6,6,women,honest,10,10,4, , , , , , , , 
286,1996,1,1,2,4,3,6,6,women,impulsive,12,12,1, , , , , , , , 
286,1996,1,1,2,4,3,6,6,women,loyal to family ties,7,7,9,3,family gatherings, ,4, , , , 
286,1996,1,1,2,4,3,6,6,women,neat,16,16,5, , , , , , , , 
286,1996,1,1,2,4,3,6,6,women,reserved,5,5,5, , , , , , , , 
286,1996,1,1,2,4,3,6,6,women,scientifically-minded,1,1,6, , , , , , , , 
286,1996,1,1,2,4,3,6,6,women,secretive,9,9,3,2,dorms,"white girls, around",1, , , , 
286,1996,1,1,2,4,3,6,6,women,sensitive,14,14,3, , , , , , , , 
286,1996,1,1,2,4,3,6,6,women,shy,5,5,8, , , , , , , , 
286,1996,1,1,2,4,3,6,6,women,suggestible,5,5,2,5,relationships,making decisions,2, , , , 
289,1996,3,3,1,3,3,19,28,men,ambitious,6,6,57,4,classroom,get what they want,1, , , , 
289,1996,3,3,1,3,3,19,28,men,asexual,4,4,9, , , , , , , , 
289,1996,3,3,1,3,3,19,28,men,conservative,7,7,55, , , , , , , , 
289,1996,3,3,1,3,3,19,28,men,efficient,11,11,50, , , , , , , , 
289,1996,3,3,1,3,3,19,28,men,humorless,11,11,38, , , , , , , , 
289,1996,3,3,1,3,3,19,28,men,intelligent,1,1,82,1,class discussions, ,1, , , , 
289,1996,3,3,1,3,3,19,28,men,loyal to family ties,7,7,78, , , , , , , , 
289,1996,3,3,1,3,3,19,28,men,meditative,16,16,22,5,think & reflect a lot, , , , , , 
289,1996,3,3,1,3,3,19,28,men,nationalistic,16,16,34, , , , , , , , 
289,1996,3,3,1,3,3,19,28,men,neat,16,16,61, , , , , , , , 
289,1996,3,3,1,3,3,19,28,men,persistent,11,11,39, , , , , , , , 
289,1996,3,3,1,3,3,19,28,men,progressive,8,8,32, , , , , , , , 
289,1996,3,3,1,3,3,19,28,men,quiet,5,5,71,3,school,dorms,1, , , , 
289,1996,3,3,1,3,3,19,28,men,scientifically-minded,1,1,87,2,science buildings,labs,1, , , , 
289,1996,3,3,1,3,3,19,28,men,secretive,9,9,37, , , , , , , , 
289,1996,3,3,1,3,3,19,28,men,shrewd,9,9,25, , , , , , , , 
289,1996,3,3,1,3,3,19,28,men,shy,5,5,42, , , , , , , , 
289,1996,3,3,1,3,3,19,28,men,traditional,7,7,58, , , , , , , , 
289,1996,3,3,1,3,3,19,28,women,attractive,3,3,30,5,beautiful hair, , , , , , 
289,1996,3,3,1,3,3,19,28,women,courteous,14,14,37, , , , , , , , 
289,1996,3,3,1,3,3,19,28,women,exotic,3,3,24,4,pretty faces, , , , , , 
289,1996,3,3,1,3,3,19,28,women,happy-go-lucky,12,12,14,2,nothing bothers them, , , , , , 
289,1996,3,3,1,3,3,19,28,women,intelligent,1,1,71,1, , , , , , , 
289,1996,3,3,1,3,3,19,28,women,loyal to family ties,7,7,61, , , , , , , , 
289,1996,3,3,1,3,3,19,28,women,meditative,16,16,15, , , , , , , , 
289,1996,3,3,1,3,3,19,28,women,persistent,11,11,12, , , , , , , , 
289,1996,3,3,1,3,3,19,28,women,quiet,5,5,71, , , , , , , , 
289,1996,3,3,1,3,3,19,28,women,reserved,5,5,55, , , , , , , , 
289,1996,3,3,1,3,3,19,28,women,scientifically-minded,1,1,45, , , , , , , , 
289,1996,3,3,1,3,3,19,28,women,sensitive,14,14,33, , , , , , , , 
289,1996,3,3,1,3,3,19,28,women,shy,5,5,66, , , , , , , , 
289,1996,3,3,1,3,3,19,28,women,unaggressive,5,5,38,3,"laid back, quiet, gentle", , , , , , 
291,1996,1,3,2,4,1,99,99,men,ambitious,6,6,58, , , , , , , , 
291,1996,1,3,2,4,1,99,99,men,conceited,13,13,17, , , , , , , , 
291,1996,1,3,2,4,1,99,99,men,conservative,7,7,56,4,socail situations,choice of attire,2, , , , 
291,1996,1,3,2,4,1,99,99,men,conventional,7,7,30, , , , , , , , 
291,1996,1,3,2,4,1,99,99,men,humorless,11,11,39, , , , , , , , 
291,1996,1,3,2,4,1,99,99,men,industrious,6,6,55, , , , , , , , 
291,1996,1,3,2,4,1,99,99,men,intelligent,1,1,83,1,classroom,business meetings,1, , , , 
291,1996,1,3,2,4,1,99,99,men,loyal to family ties,7,7,79,3,home,wedding,4, , , , 
291,1996,1,3,2,4,1,99,99,men,methodical,11,11,40, , , , , , , , 
291,1996,1,3,2,4,1,99,99,men,neat,16,16,62, , , , , , , , 
291,1996,1,3,2,4,1,99,99,men,practical,11,11,35, , , , , , , , 
291,1996,1,3,2,4,1,99,99,men,quiet,5,5,72,2,social situations,parties,2, , , , 
291,1996,1,3,2,4,1,99,99,men,reserved,5,5,57, , , , , , , , 
291,1996,1,3,2,4,1,99,99,men,scientifically-minded,1,1,88,5,classroom,business meetings,1, , , , 
291,1996,1,3,2,4,1,99,99,men,secretive,9,9,38, , , , , , , , 
291,1996,1,3,2,4,1,99,99,men,shrewd,9,9,26, , , , , , , , 
291,1996,1,3,2,4,1,99,99,men,traditional,7,7,59, , , , , , , , 
291,1996,1,3,2,4,1,99,99,women,attractive,3,3,31, , , , , , , , 
291,1996,1,3,2,4,1,99,99,women,conservative,7,7,31, , , , , , , , 
291,1996,1,3,2,4,1,99,99,women,conventional,7,7,23, , , , , , , , 
291,1996,1,3,2,4,1,99,99,women,efficient,11,11,27, , , , , , , , 
291,1996,1,3,2,4,1,99,99,women,humorless,11,11,21, , , , , , , , 
291,1996,1,3,2,4,1,99,99,women,inhibited,5,5,23, , , , , , , , 
291,1996,1,3,2,4,1,99,99,women,intelligent,1,1,72,1,classroom,business meeting,1, , , , 
291,1996,1,3,2,4,1,99,99,women,loyal to family ties,7,7,62,3,home,weddings,4, , , , 
291,1996,1,3,2,4,1,99,99,women,methodical,11,11,16, , , , , , , , 
291,1996,1,3,2,4,1,99,99,women,neat,16,16,53, , , , , , , , 
291,1996,1,3,2,4,1,99,99,women,practical,11,11,27, , , , , , , , 
291,1996,1,3,2,4,1,99,99,women,quiet,5,5,72,2,school,parties,1, , , , 
291,1996,1,3,2,4,1,99,99,women,reserved,5,5,56,4,school,parties,1, , , , 
291,1996,1,3,2,4,1,99,99,women,scientifically-minded,1,1,46,5,classroom,laboratory,1, , , , 
291,1996,1,3,2,4,1,99,99,women,secretive,9,9,31, , , , , , , , 
292,1996,2,4,1,3,1,99,99,men,ambitious,6,6,7, , , , , , , , 
292,1996,2,4,1,3,1,99,99,men,conservative,7,7,5, , , , , , , , 
292,1996,2,4,1,3,1,99,99,men,courteous,14,14,4, , , , , , , , 
292,1996,2,4,1,3,1,99,99,men,dependent,5,5,2,2,"parents, on","wife, on",4, , , , 
292,1996,2,4,1,3,1,99,99,men,honest,10,10,5, , , , , , , , 
292,1996,2,4,1,3,1,99,99,men,humorless,11,11,3, , , , , , , , 
292,1996,2,4,1,3,1,99,99,men,intelligent,1,1,7, , , , , , , , 
292,1996,2,4,1,3,1,99,99,men,loyal to family ties,7,7,7, , , , , , , , 
292,1996,2,4,1,3,1,99,99,men,meditative,16,16,2, , , , , , , , 
292,1996,2,4,1,3,1,99,99,men,neat,16,16,6, , , , , , , , 
292,1996,2,4,1,3,1,99,99,men,progressive,8,8,5, , , , , , , , 
292,1996,2,4,1,3,1,99,99,men,quiet,5,5,6,4,class,lunch,1, , , , 
292,1996,2,4,1,3,1,99,99,men,reserved,5,5,7,3,discussion,meeting,2, , , , 
292,1996,2,4,1,3,1,99,99,men,scientifically-minded,1,1,7,1,school,work,1, , , , 
292,1996,2,4,1,3,1,99,99,men,shy,5,5,4,5,girls,foreigners, , , , , 
292,1996,2,4,1,3,1,99,99,men,unaggressive,5,5,3, , , , , , , , 
292,1996,2,4,1,3,1,99,99,women,conceited,13,13,2,2,look down on others, , , , , , 
292,1996,2,4,1,3,1,99,99,women,cruel,15,15,1, , , , , , , , 
292,1996,2,4,1,3,1,99,99,women,dependent,5,5,5,4,husband,parents,2, , , , 
292,1996,2,4,1,3,1,99,99,women,exotic,3,3,2,3, , , , , , , 
292,1996,2,4,1,3,1,99,99,women,humorless,11,11,1,5,conversations, ,2, , , , 
292,1996,2,4,1,3,1,99,99,women,imitative,16,16,1, , , , , , , , 
292,1996,2,4,1,3,1,99,99,women,materialistic,16,16,1,1,clothes,appearance, , , , , 
292,1996,2,4,1,3,1,99,99,women,quick-tempered,15,15,3, , , , , , , , 
292,1996,2,4,1,3,1,99,99,women,sophisticated,8,8,3, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,ambitious,6,6,8, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,arrogant,13,13,3, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,athletic,16,16,1, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,conceited,13,13,5,1, , , , , , , 
299,1996,2,4,1,3,1,99,99,men,conservative,7,7,6, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,evasive,9,9,4, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,humorless,11,11,4,5, , , , , , , 
299,1996,2,4,1,3,1,99,99,men,imitative,16,16,1, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,industrious,6,6,7, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,nationalistic,16,16,4,2, , , , , , , 
299,1996,2,4,1,3,1,99,99,men,passionate,3,3,1, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,promiscuous,3,3,1, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,quiet,5,5,7, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,reserved,5,5,8, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,revengeful,15,15,2,4, , , , , , , 
299,1996,2,4,1,3,1,99,99,men,rude,13,13,4,3, , , , , , , 
299,1996,2,4,1,3,1,99,99,men,scientifically-minded,1,1,8, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,shy,5,5,5, , , , , , , , 
299,1996,2,4,1,3,1,99,99,men,straightforward,10,10,4, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,artistic,16,16,3, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,conservative,7,7,5, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,courteous,14,14,4, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,dependent,5,5,6, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,efficient,11,11,4,5, , , , , , , 
299,1996,2,4,1,3,1,99,99,women,faithful,7,7,4, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,generous,14,14,1,4, , , , , , , 
299,1996,2,4,1,3,1,99,99,women,honest,10,10,3, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,individualistic,8,8,3, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,industrious,6,6,3, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,inhibited,5,5,3, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,intelligent,1,1,5,1, , , , , , , 
299,1996,2,4,1,3,1,99,99,women,loyal to family ties,7,7,4, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,materialistic,16,16,2, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,meditative,16,16,2, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,passionate,3,3,3, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,quiet,5,5,7,2, , , , , , , 
299,1996,2,4,1,3,1,99,99,women,religious,16,16,4, , , , , , , , 
299,1996,2,4,1,3,1,99,99,women,sensitive,14,14,2,3, , , , , , , 
299,1996,2,4,1,3,1,99,99,women,traditional,7,7,6, , , , , , , , 
1,2004,3,3,1,1,3,39,39,men,efficient,11,11,3,4,workplace,group project,3,1,1,1,1
1,2004,3,3,1,1,3,39,39,men,intelligent,1,1,1,1,science class,workplace,1,2,2,2,2
1,2004,3,3,1,1,3,39,39,men,quiet,5,5,1,2,party,classroom,2,7,7,7,7
1,2004,3,3,1,1,3,39,39,men,scientifically-minded,1,1,6,5,science classroom,workplace,1,2,2,2,2
1,2004,3,3,1,1,3,39,39,men,shy,5,5,1,3,party,classroom,2,7,7,7,7
1,2004,3,3,1,1,3,39,39,women,conservative,7,7,1,5,party,workplace,2,7,7,7,7
1,2004,3,3,1,1,3,39,39,women,dependent,5,5,2,4,party,classroom,2,7,7,7,7
1,2004,3,3,1,1,3,39,39,women,intelligent,1,1,1,1,classroom,workplace,1,2,2,2,2
1,2004,3,3,1,1,3,39,39,women,quiet,5,5,1,2,party,workplace,2,7,7,7,7
1,2004,3,3,1,1,3,39,39,women,shy,5,5,1,3,party,classroom,2,7,7,7,7
2,2004,1,3,2,4,1,4,0,men,efficient,11,11,4,3,work,home,3,1,1,1,1
2,2004,1,3,2,4,1,4,0,men,industrious,6,6,2,5,work,self-interests,3,1,1,1,1
2,2004,1,3,2,4,1,4,0,men,intelligent,1,1,2,1,work,school,3,1,1,1,1
2,2004,1,3,2,4,1,4,0,men,persistent,11,11,1,4,work,hobbies,3,1,1,1,1
